epoch,step,train/char_loss,train/loss,train/seq_loss,train/struct_loss,val/loss
0,1104,,,,,2.1496076583862305
0,1104,0.33712267875671387,3.4564316272735596,2.444214105606079,0.9380494952201843,
1,2209,,,,,1.9191631078720093
1,2209,0.14381852746009827,2.2876639366149902,1.945959448814392,0.31006622314453125,
2,3314,,,,,1.7194328308105469
2,3314,0.11858461797237396,1.9547183513641357,1.7331150770187378,0.19551444053649902,
3,4419,,,,,1.8679625988006592
3,4419,0.11141515523195267,1.7450259923934937,1.5753202438354492,0.1451956331729889,
4,5524,,,,,1.5559762716293335
4,5524,0.10842582583427429,1.6002544164657593,1.4578207731246948,0.11858198046684265,
5,6629,,,,,1.3167484998703003
5,6629,0.10690426081418991,1.49037504196167,1.3645074367523193,0.10234982520341873,
6,7734,,,,,1.2065486907958984
6,7734,0.10601666569709778,1.3789136409759521,1.2632324695587158,0.09235651791095734,
7,8839,,,,,1.006187081336975
7,8839,0.10540415346622467,1.256243348121643,1.1522353887557983,0.08081832528114319,
8,9944,,,,,0.9215065240859985
8,9944,0.10497410595417023,1.148176670074463,1.0480988025665283,0.0769825205206871,
9,11049,,,,,0.8044926524162292
9,11049,0.10462293028831482,1.0426950454711914,0.9505032896995544,0.06917529553174973,
10,12154,,,,,0.658566415309906
10,12154,0.10436553508043289,0.9424190521240234,0.8503875732421875,0.06907045096158981,
11,13259,,,,,0.7613136172294617
11,13259,0.10403222590684891,0.8474483489990234,0.7624151706695557,0.06214616447687149,
12,14364,,,,,0.5133489966392517
12,14364,0.10367978364229202,0.7767189741134644,0.6943557262420654,0.05955364927649498,
13,15469,,,,,0.531499981880188
13,15469,0.10323984175920486,0.7201875448226929,0.6394965052604675,0.057979390025138855,
14,16574,,,,,1.0646358728408813
14,16574,0.10268616676330566,0.6648039221763611,0.5915096998214722,0.05070367828011513,
15,17679,,,,,0.43875083327293396
15,17679,0.1021704375743866,0.6219565868377686,0.550683319568634,0.04879596829414368,
16,18784,,,,,0.37666594982147217
16,18784,0.10172145068645477,0.5868995189666748,0.5184010863304138,0.04611967131495476,
17,19889,,,,,0.33871737122535706
17,19889,0.10125734657049179,0.5533750057220459,0.48820215463638306,0.042895857244729996,
18,20994,,,,,0.4283701777458191
18,20994,0.10043075680732727,0.5280387997627258,0.46681758761405945,0.039126865565776825,
19,22099,,,,,0.574934720993042
19,22099,0.09982305765151978,0.5030011534690857,0.44260936975479126,0.03843032568693161,
20,23204,,,,,0.3242167532444
20,23204,0.09948263317346573,0.4851725399494171,0.42738932371139526,0.03589693456888199,
21,24309,,,,,0.32827508449554443
21,24309,0.0993729680776596,0.4715965986251831,0.41459304094314575,0.03514159098267555,
22,25414,,,,,0.29954591393470764
22,25414,0.09914211928844452,0.4528540074825287,0.3965092897415161,0.03453326225280762,
23,26519,,,,,0.34512150287628174
23,26519,0.09886401891708374,0.4418689012527466,0.386750727891922,0.0333680622279644,
24,27624,,,,,0.2338847517967224
24,27624,0.09875859320163727,0.4253184199333191,0.3725473880767822,0.03104417398571968,
25,28729,,,,,0.41194459795951843
25,28729,0.09846749156713486,0.4144551455974579,0.3634699583053589,0.02932187169790268,
26,29834,,,,,0.34064969420433044
26,29834,0.09837598353624344,0.40600910782814026,0.3546709418296814,0.029695579782128334,
27,30939,,,,,0.3739857077598572
27,30939,0.09827796369791031,0.3971673548221588,0.3461131155490875,0.029433157294988632,
28,32044,,,,,0.28649577498435974
28,32044,0.09809666126966476,0.3864927887916565,0.33752989768981934,0.027381960302591324,
29,33149,,,,,0.25265073776245117
29,33149,0.09793099015951157,0.3735826313495636,0.3259178698062897,0.026119565591216087,
30,34254,,,,,0.22230006754398346
30,34254,0.09774210304021835,0.36382222175598145,0.31601089239120483,0.026308009400963783,
31,35359,,,,,0.2497493028640747
31,35359,0.09747922420501709,0.3475390672683716,0.300962895154953,0.025130772963166237,
32,36464,,,,,0.24210110306739807
32,36464,0.09739529341459274,0.3435414731502533,0.2962406873703003,0.025873737409710884,
33,37569,,,,,0.31590360403060913
33,37569,0.09712035953998566,0.3408147990703583,0.29527747631073,0.02417084202170372,
34,38674,,,,,0.27387768030166626
34,38674,0.09707380086183548,0.3320792317390442,0.28670817613601685,0.024014946073293686,
35,39779,,,,,0.22990742325782776
35,39779,0.09700620174407959,0.32880470156669617,0.2844255268573761,0.023037569597363472,
36,40884,,,,,0.2276766300201416
36,40884,0.09701968729496002,0.3228970766067505,0.27795490622520447,0.02359800972044468,
37,41989,,,,,0.1925535947084427
37,41989,0.09694541245698929,0.31617724895477295,0.27241942286491394,0.022429898381233215,
38,43094,,,,,0.19562216103076935
38,43094,0.09680337458848953,0.3137226998806,0.2700123190879822,0.022413745522499084,
39,44199,,,,,0.24793149530887604
39,44199,0.09676076471805573,0.30913564562797546,0.26540565490722656,0.022442590445280075,
40,45304,,,,,0.1830267310142517
40,45304,0.0966632142663002,0.3112901449203491,0.2665289640426636,0.02349565550684929,
41,46409,,,,,0.25219759345054626
41,46409,0.09669703990221024,0.3012881278991699,0.25823861360549927,0.02177612856030464,
42,47514,,,,,0.29580000042915344
42,47514,0.09665758162736893,0.3034359812736511,0.25906240940093994,0.02310866117477417,
43,48619,,,,,0.19021397829055786
43,48619,0.09667336195707321,0.29775455594062805,0.2546069622039795,0.02187926135957241,
44,49724,,,,,0.15823306143283844
44,49724,0.09665802866220474,0.29577311873435974,0.25291338562965393,0.021594930440187454,
45,50829,,,,,0.25150853395462036
45,50829,0.09661520272493362,0.2924356758594513,0.24960248172283173,0.021577848121523857,
46,51934,,,,,0.19525054097175598
46,51934,0.09671168774366379,0.28854838013648987,0.2458753138780594,0.021396761760115623,
47,53039,,,,,0.24013972282409668
47,53039,0.09666687250137329,0.2913088798522949,0.24866236746311188,0.021379660815000534,
48,54144,,,,,0.147370845079422
48,54144,0.09657062590122223,0.2875235676765442,0.24461613595485687,0.02166198007762432,
49,55249,,,,,0.2070881426334381
49,55249,0.09656641632318497,0.2863280475139618,0.24439401924610138,0.02068919502198696,
50,56354,,,,,0.2179301232099533
50,56354,0.0965375080704689,0.2843046486377716,0.24277204275131226,0.020294414833188057,
51,57459,,,,,0.1883082389831543
51,57459,0.09654182195663452,0.2845120429992676,0.24208621680736542,0.021186377853155136,
52,58564,,,,,0.15726523101329803
52,58564,0.09651394933462143,0.27952566742897034,0.2369304895401001,0.021362179890275,
53,59669,,,,,0.16348698735237122
53,59669,0.09655101597309113,0.2790794372558594,0.23673692345619202,0.021101420745253563,
54,60774,,,,,0.17151939868927002
54,60774,0.09652066230773926,0.2768351435661316,0.23545733094215393,0.020143285393714905,
55,61879,,,,,0.2135942131280899
55,61879,0.09655404835939407,0.2757140100002289,0.2338952273130417,0.020576832816004753,
56,62984,,,,,0.17907319962978363
56,62984,0.09659641981124878,0.274582177400589,0.23201100528240204,0.021319817751646042,
57,64089,,,,,0.1646144986152649
57,64089,0.09653178602457047,0.2754310965538025,0.2339855432510376,0.020208608359098434,
58,65194,,,,,0.17504797875881195
58,65194,0.0965426042675972,0.27368423342704773,0.23231665790081024,0.020128292962908745,
59,66299,,,,,0.29208970069885254
59,66299,0.09661233425140381,0.2757537066936493,0.23364099860191345,0.020857924595475197,
60,67404,,,,,0.19815869629383087
60,67404,0.09680480509996414,0.26971715688705444,0.22784365713596344,0.02057650499045849,
61,68509,,,,,0.1524319350719452
61,68509,0.09662383049726486,0.2689095139503479,0.227732315659523,0.01991996169090271,
62,69614,,,,,0.1493605226278305
62,69614,0.09670373797416687,0.2722741961479187,0.23098224401474,0.020017139613628387,
63,70719,,,,,0.15231017768383026
63,70719,0.09671615809202194,0.2709381878376007,0.2296377420425415,0.020023100078105927,
64,71824,,,,,0.21400019526481628
64,71824,0.0966290533542633,0.2678828239440918,0.22567704319953918,0.020947489887475967,
65,72929,,,,,0.1956435739994049
65,72929,0.09667841345071793,0.2662096619606018,0.22481423616409302,0.020126253366470337,
66,74034,,,,,0.15536874532699585
66,74034,0.09668949991464615,0.2683474123477936,0.22736486792564392,0.019710777327418327,
67,75139,,,,,0.17443102598190308
67,75139,0.09679725021123886,0.268926739692688,0.2261580377817154,0.021473579108715057,
68,76244,,,,,0.16924326121807098
68,76244,0.09681307524442673,0.2645813226699829,0.222250834107399,0.021031253039836884,
69,77349,,,,,0.16752417385578156
69,77349,0.09678754955530167,0.2635394036769867,0.2227543294429779,0.019492026418447495,
70,78454,,,,,0.1758699119091034
70,78454,0.09676574915647507,0.26542457938194275,0.22433817386627197,0.019798051565885544,
71,79559,,,,,0.16330450773239136
71,79559,0.09685125201940536,0.26504963636398315,0.22338107228279114,0.020361511036753654,
72,80664,,,,,0.21303650736808777
72,80664,0.09693164378404617,0.26554518938064575,0.22363172471523285,0.020588697865605354,
73,81769,,,,,0.15526741743087769
73,81769,0.09689394384622574,0.2618437707424164,0.21933934092521667,0.021187840029597282,
74,82874,,,,,0.21435634791851044
74,82874,0.09697612375020981,0.2635799050331116,0.22196947038173676,0.02027575857937336,
75,83979,,,,,0.17277443408966064
75,83979,0.09688413888216019,0.2615063786506653,0.21925899386405945,0.02093285694718361,
76,85084,,,,,0.21422265470027924
76,85084,0.09693136066198349,0.26006054878234863,0.21959273517131805,0.019142979755997658,
77,86189,,,,,0.1622266173362732
77,86189,0.09688357263803482,0.25831320881843567,0.21818624436855316,0.01881272718310356,
78,87294,,,,,0.14592696726322174
78,87294,0.09693344682455063,0.25978049635887146,0.21847738325595856,0.019977807998657227,
79,88399,,,,,0.18064212799072266
79,88399,0.09693840146064758,0.25783148407936096,0.21625392138957977,0.020251022651791573,
80,89504,,,,,0.14517861604690552
80,89504,0.0969882383942604,0.2600737512111664,0.21814298629760742,0.020593395456671715,
81,90609,,,,,0.20638377964496613
81,90609,0.09694700688123703,0.25919464230537415,0.2185036987066269,0.019362347200512886,
82,91714,,,,,0.14621710777282715
82,91714,0.09686852246522903,0.25809913873672485,0.2153385877609253,0.021449267864227295,
83,92819,,,,,0.1462971419095993
83,92819,0.09699323028326035,0.25711295008659363,0.21554291248321533,0.020231513306498528,
84,93924,,,,,0.15795636177062988
84,93924,0.09694650024175644,0.25862011313438416,0.21701930463314056,0.020272541791200638,
85,95029,,,,,0.163217693567276
85,95029,0.09698101133108139,0.26207607984542847,0.2198847532272339,0.020855719223618507,
86,96134,,,,,0.176425039768219
86,96134,0.09699103981256485,0.2551667094230652,0.2143671065568924,0.01946181245148182,
87,97239,,,,,0.20095404982566833
87,97239,0.09693628549575806,0.2566973567008972,0.21530745923519135,0.020064016804099083,
88,98344,,,,,0.17998920381069183
88,98344,0.09699822217226028,0.25761863589286804,0.21626202762126923,0.020017048344016075,
89,99449,,,,,0.18001045286655426
89,99449,0.09690049290657043,0.25540193915367126,0.21393968164920807,0.020143989473581314,
90,100554,,,,,0.14713557064533234
90,100554,0.09696605056524277,0.2572838366031647,0.21664750576019287,0.019303912296891212,
91,101659,,,,,0.14947912096977234
91,101659,0.09687767922878265,0.252474308013916,0.2118253856897354,0.019335919991135597,
92,102764,,,,,0.19263242185115814
92,102764,0.0970371663570404,0.25472211837768555,0.2132689207792282,0.02010466530919075,
93,103869,,,,,0.14706456661224365
93,103869,0.09709548205137253,0.25284862518310547,0.2118263840675354,0.019661258906126022,
94,104974,,,,,0.16490069031715393
94,104974,0.09699950367212296,0.25123825669288635,0.21047116816043854,0.019427228718996048,
95,106079,,,,,0.15453235805034637
95,106079,0.09697552770376205,0.2532954812049866,0.21145960688591003,0.02050129696726799,
96,107184,,,,,0.17264828085899353
96,107184,0.09698762744665146,0.25179049372673035,0.21120131015777588,0.019251612946391106,
97,108289,,,,,0.15689916908740997
97,108289,0.09702503681182861,0.25033533573150635,0.20946021378040314,0.01952948607504368,
98,109394,,,,,0.18331626057624817
98,109394,0.09698759764432907,0.2508673369884491,0.20995450019836426,0.019575437530875206,
99,110499,,,,,0.14446012675762177
99,110499,0.09691824018955231,0.247833713889122,0.2072194367647171,0.019291892647743225,
100,111604,,,,,0.04956742748618126
100,111604,0.09654033184051514,0.11999987065792084,0.09239953011274338,0.006361589767038822,
101,112709,,,,,0.04445650056004524
101,112709,0.09571538120508194,0.09156335145235062,0.06640481948852539,0.004101157654076815,
102,113814,,,,,0.03789304569363594
102,113814,0.09507874399423599,0.08420909941196442,0.05941981077194214,0.003871885361149907,
103,114919,,,,,0.03334826976060867
103,114919,0.09451793134212494,0.07683383673429489,0.05278174579143524,0.003258103970438242,
104,116024,,,,,0.030047882348299026
104,116024,0.09404520690441132,0.07300768047571182,0.049239564687013626,0.0030781044624745846,
105,117129,,,,,0.02948375605046749
105,117129,0.0936594307422638,0.06948481500148773,0.04602593928575516,0.0028538412880152464,
106,118234,,,,,0.025052351877093315
106,118234,0.09331630170345306,0.06668797880411148,0.043451882898807526,0.0027065370231866837,
107,119339,,,,,0.027484452351927757
107,119339,0.09302867203950882,0.0652020052075386,0.04191707819700241,0.0028186554554849863,
108,120444,,,,,0.02312409318983555
108,120444,0.0927567332983017,0.06278003007173538,0.0396231971681118,0.0027503801975399256,
109,121549,,,,,0.021099233999848366
109,121549,0.0925525575876236,0.06012660637497902,0.037153176963329315,0.0026118801906704903,
110,122654,,,,,0.02025277353823185
110,122654,0.092384472489357,0.05925177410244942,0.03598148375749588,0.002945644548162818,
111,123759,,,,,0.020113855600357056
111,123759,0.09217940270900726,0.05809735134243965,0.03505966067314148,0.0027582126203924417,
112,124864,,,,,0.018480122089385986
112,124864,0.09202436357736588,0.05650363489985466,0.03367137536406517,0.0025869347155094147,
113,125969,,,,,0.016633326187729836
113,125969,0.09190305322408676,0.056259412318468094,0.033487699925899506,0.002553061582148075,
114,127074,,,,,0.015648869797587395
114,127074,0.09175044298171997,0.053635627031326294,0.030958162620663643,0.0024923563469201326,
115,128179,,,,,0.017431529238820076
115,128179,0.09163445979356766,0.053811945021152496,0.030930988490581512,0.002721395343542099,
116,129284,,,,,0.01609577238559723
116,129284,0.09153290838003159,0.05323808267712593,0.030470771715044975,0.002630051923915744,
117,130389,,,,,0.015290486626327038
117,130389,0.09145617485046387,0.051871586591005325,0.029115119948983192,0.002636093646287918,
